name,fight_record,nickname,Height,Weight,Reach,STANCE,DOB,SLpM,Str.Acc.,SApM,Str.Def,TDAvg.,TDAcc.,TDDef.,Sub.Avg.,timestamp
Alexander Crispim,8-6-0,,--,145lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Alex Crispin,0-1-0,,--,155lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Kevin Croom,21-15-0 (1 NC),Crash,"5'11""",135lbs.,"73""",Orthodox,"Jul15,1987",2.65,34%,3.1,41%,0.48,5%,30%,0.5,2023-09-20 21:50:56.958211
Kiefer Crosbie,10-4-0,BDK,"5'11""",170lbs.,"70""",Switch,"Apr05,1990",8.1,66%,6.02,50%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Ken Cross,11-3-0,The Boss,"6'0""",155lbs.,"72""",Southpaw,"Oct04,1994",2.2,57%,1.4,55%,1.0,12%,66%,0.0,2023-09-20 21:50:56.958211
Jeff Crotty,1-1-0,,--,155lbs.,--,,--,0.93,35%,3.33,54%,5.0,38%,0%,1.0,2023-09-20 21:50:56.958211
Allen Crowder,10-4-0 (1 NC),Pretty Boy,"6'3""",245lbs.,"76""",Orthodox,"Nov08,1989",2.95,51%,2.95,56%,1.85,33%,100%,1.2,2023-09-20 21:50:56.958211
Daron Cruickshank,18-10-0 (1 NC),Detroit Superstar,"5'8""",155lbs.,"72""",Switch,"Jun11,1985",2.88,38%,2.98,57%,2.04,41%,60%,0.2,2023-09-20 21:50:56.958211
Richard Crunkilton,19-4-0,Cleat,"5'7""",155lbs.,--,Orthodox,"Nov25,1979",1.72,41%,1.45,58%,4.08,61%,65%,1.3,2023-09-20 21:50:56.958211
Jimmy Crute,12-4-1,,"6'2""",205lbs.,"74""",Orthodox,"Mar04,1996",3.68,54%,3.04,44%,4.84,57%,60%,2.0,2023-09-20 21:50:56.958211
Marcio Cruz,8-3-0,Pe de Pano,"6'4""",232lbs.,--,Orthodox,"Apr24,1978",2.92,46%,1.51,68%,0.53,7%,37%,1.6,2023-09-20 21:50:56.958211
Dominick Cruz,24-4-0,The Dominator,"5'8""",135lbs.,"68""",Orthodox,"Mar09,1985",3.91,33%,2.61,70%,2.82,42%,83%,0.1,2023-09-20 21:50:56.958211
Aalon Cruz,8-4-0,,"6'0""",145lbs.,"78""",Switch,"Sep20,1989",7.58,39%,8.88,58%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Timothy Cuamba,7-1-0,Twilight,"5'9""",145lbs.,"71""",Orthodox,"Feb08,1999",2.87,34%,4.47,53%,0.0,0%,83%,0.0,2023-09-20 21:50:56.958211
Jay Cucciniello,8-1-0,,"5'7""",155lbs.,--,Orthodox,"Jul23,1986",0.93,21%,4.73,36%,0.0,0%,71%,0.0,2023-09-20 21:50:56.958211
Emilio Cuellar,6-1-0,Show Kid,--,125lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Josh Culibao,11-2-1,Kuya,"5'10""",145lbs.,"73""",Orthodox,"May24,1994",2.68,42%,3.29,56%,0.0,0%,72%,0.4,2023-09-20 21:50:56.958211
Chris Culley,20-15-0,,--,145lbs.,--,,"Mar25,1986",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Abel Cullum,20-6-0,The Silent Assassin,"5'7""",139lbs.,--,Orthodox,"Apr21,1987",1.82,40%,1.23,46%,4.01,52%,0%,2.8,2023-09-20 21:50:56.958211
Zak Cummings,25-7-0,,"6'0""",205lbs.,"75""",Southpaw,"Aug02,1984",2.96,35%,2.91,55%,0.62,28%,66%,0.6,2023-09-20 21:50:56.958211
Everett Cummings,12-0-0,,--,205lbs.,--,,--,0.43,60%,4.34,45%,0.0,0%,0%,2.2,2023-09-20 21:50:56.958211
Patrick Cummins,10-7-0,Durkin,"6'2""",205lbs.,"76""",Orthodox,"Nov16,1980",4.26,50%,3.35,55%,4.49,41%,28%,0.1,2023-09-20 21:50:56.958211
Luke Cummo,6-6-0,,"6'0""",170lbs.,"74""",Orthodox,"Apr27,1980",1.74,43%,1.5,59%,0.89,55%,42%,1.4,2023-09-20 21:50:56.958211
Hugo Cunha,6-0-0,Silverback,"6'4""",250lbs.,--,,"Feb04,1993",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Alton Cunningham,4-2-0,The Bo-Man,"6'2""",205lbs.,"77""",Orthodox,"Jun24,1993",3.33,75%,4.94,20%,1.67,10%,100%,0.0,2023-09-20 21:50:56.958211
AJ Cunningham,10-3-0,The Savage,"5'10""",145lbs.,"71""",Orthodox,"Sep07,1994",7.58,24%,11.32,54%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Santo Curatolo,6-2-0,,"5'3""",125lbs.,"62""",Southpaw,"Jan18,1995",1.4,39%,6.07,34%,2.0,33%,100%,0.0,2023-09-20 21:50:56.958211
Larry Cureton,0-2-0,,"6'2""",240lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Jeff Curran,36-18-1,Big Frog,"5'6""",135lbs.,"69""",Orthodox,"Sep02,1977",1.54,31%,2.48,60%,0.35,12%,35%,1.2,2023-09-20 21:50:56.958211
Kailin Curran,4-5-0,,"5'4""",115lbs.,"65""",Orthodox,"Apr11,1991",3.89,43%,4.75,53%,2.0,57%,61%,0.6,2023-09-20 21:50:56.958211
Pat Curran,22-7-0,Paddy Mike,"5'9""",145lbs.,--,,"Aug31,1987",4.7,58%,4.4,63%,2.5,62%,66%,0.0,2023-09-20 21:50:56.958211
Chris Curtis,30-10-0 (1 NC),Action-Man,"5'10""",185lbs.,"75""",Orthodox,"Jul15,1987",5.36,50%,6.3,54%,0.0,0%,92%,0.0,2023-09-20 21:50:56.958211
Ion Cutelaba,17-9-1 (1 NC),The Hulk,"6'1""",205lbs.,"75""",Southpaw,"Dec14,1993",4.63,43%,3.29,48%,4.75,58%,77%,0.0,2023-09-20 21:50:56.958211
Gleidson Cutis,7-4-0,Poney,"5'9""",155lbs.,--,Orthodox,"Feb07,1989",2.99,52%,8.28,59%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Sarah D'alelio,11-7-0,The Monster,"5'7""",145lbs.,--,,"Dec13,1980",2.4,33%,0.0,100%,0.0,0%,100%,0.0,2023-09-20 21:50:56.958211
Marcos da Matta,11-3-0,Parrumpinha,"5'4""",145lbs.,--,,"Mar18,1973",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Henrique da Silva,14-5-0,Frankenstein,"6'3""",205lbs.,"76""",Orthodox,"Sep01,1989",3.89,60%,5.28,40%,0.25,14%,22%,0.2,2023-09-20 21:50:56.958211
Alex Da Silva,21-4-0,Leko,"5'8""",155lbs.,"73""",Orthodox,"Feb04,1996",2.14,46%,2.52,56%,1.97,43%,76%,0.3,2023-09-20 21:50:56.958211
Igor Da Silva,8-0-0,,"5'7""",125lbs.,"69""",Orthodox,"Apr21,2003",9.85,55%,4.86,47%,9.85,100%,0%,0.0,2023-09-20 21:50:56.958211
Henrique Da Silva Lopes,5-2-0,Montanha,"6'3""",240lbs.,--,,"Mar08,1985",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Daermisi Zhawupasi,7-1-0,,"5'8""",135lbs.,"68""",Switch,"Mar13,2000",1.24,51%,2.75,34%,6.19,75%,64%,2.1,2023-09-20 21:50:56.958211
Nicolas Dalby,22-4-1 (2 NC),Danish Dynamite,"5'11""",170lbs.,"74""",Orthodox,"Nov16,1984",3.93,43%,3.39,52%,1.18,31%,62%,0.1,2023-09-20 21:50:56.958211
Paul Daley,39-15-2,Semtex,"5'9""",170lbs.,"76""",Orthodox,"Feb21,1983",3.14,47%,2.37,60%,0.91,40%,64%,0.0,2023-09-20 21:50:56.958211
Dave Dalgliesh,30-19-2,,"6'2""",205lbs.,--,Orthodox,"Apr05,1978",0.0,0%,1.85,50%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Richard Dalton,4-3-1,,"6'1""",205lbs.,--,Orthodox,--,1.2,69%,3.27,25%,1.0,11%,0%,0.0,2023-09-20 21:50:56.958211
Aisling Daly,16-6-0,Ais the Bash,"5'2""",115lbs.,"64""",Orthodox,"Dec24,1987",2.92,52%,1.4,55%,2.15,41%,33%,0.9,2023-09-20 21:50:56.958211
Marko Damiani,0-2-0,,"6'0""",170lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Leonardo Damiani,10-3-1,Puppy,"5'10""",170lbs.,"69""",Orthodox,"Aug30,1990",1.67,23%,4.17,37%,0.0,0%,50%,0.0,2023-09-20 21:50:56.958211
Rodrigo Damm,13-9-0,,"5'7""",155lbs.,"71""",Orthodox,"Feb03,1980",3.5,36%,5.61,57%,0.44,16%,80%,0.3,2023-09-20 21:50:56.958211
Carina Damm,2-13-0,Beauty But the Beast,"5'4""",135lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Batgerel Danaa,12-5-0,Storm,"5'7""",135lbs.,"70""",Orthodox,"Jul04,1989",5.38,36%,4.21,47%,0.52,50%,62%,0.0,2023-09-20 21:50:56.958211
Cindy Dandois,8-3-0,Battlecat,"5'7""",135lbs.,--,Orthodox,"Oct26,1984",3.13,32%,3.4,58%,5.0,55%,0%,0.0,2023-09-20 21:50:56.958211
Peter Danesoe,6-3-0,The Asian Viking,"5'9""",125lbs.,"68""",Orthodox,"Sep01,2000",4.98,54%,7.02,37%,0.0,0%,62%,0.0,2023-09-20 21:50:56.958211
Jarjis Danho,7-1-1 (1 NC),Man Mountain,"6'3""",265lbs.,"74""",Orthodox,"Oct15,1983",3.38,50%,5.25,49%,0.51,16%,100%,0.0,2023-09-20 21:50:56.958211
Raymond Daniels,0-1-0,,"6'2""",185lbs.,--,Southpaw,--,0.0,0%,2.61,38%,0.0,0%,33%,3.0,2023-09-20 21:50:56.958211
Marques Daniels,5-5-0,,--,155lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Alexandre Dantas,0-3-0,Cafe,"6'2""",238lbs.,--,Orthodox,"Mar01,1979",0.21,25%,1.87,60%,0.0,0%,0%,3.1,2023-09-20 21:50:56.958211
Eduardo Dantas,20-4-0,Dudu,"5'10""",135lbs.,--,,"Feb03,1989",3.33,60%,3.0,60%,4.0,23%,100%,0.0,2023-09-20 21:50:56.958211
Mac Danzig,21-12-1,,"5'8""",155lbs.,"70""",Orthodox,"Jan02,1980",3.39,48%,3.44,57%,1.2,37%,46%,0.6,2023-09-20 21:50:56.958211
Karen Darabedyan,13-6-0,,"5'7""",155lbs.,"68""",Orthodox,"Dec18,1986",3.43,51%,2.62,67%,2.14,75%,0%,0.0,2023-09-20 21:50:56.958211
Beneil Dariush,22-5-1,,"5'10""",155lbs.,"72""",Southpaw,"May06,1989",3.79,49%,2.63,58%,1.91,34%,80%,0.9,2023-09-20 21:50:56.958211
Sean Daugherty,0-2-0,,"6'0""",175lbs.,--,,"Dec04,1975",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Kyle Daukaus,11-4-0 (1 NC),,"6'3""",185lbs.,"76""",Southpaw,"Feb27,1993",3.22,52%,2.94,42%,2.12,25%,82%,1.9,2023-09-20 21:50:56.958211
Chris Daukaus,12-7-0,,"6'3""",205lbs.,"76""",Orthodox,"Sep25,1989",6.05,50%,4.64,55%,0.0,0%,100%,0.0,2023-09-20 21:50:56.958211
Brian Davidson,13-4-0,,"5'6""",145lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Rick Davis,3-1-1,The Flying Squirrel,"5'9""",155lbs.,--,Orthodox,--,3.09,50%,6.19,64%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Marcus Davis,22-11-0 (1 NC),The Irish Hand Grenade,"5'10""",170lbs.,"70""",Southpaw,"Aug24,1973",2.72,39%,2.79,65%,1.6,48%,47%,1.4,2023-09-20 21:50:56.958211
LC Davis,23-8-0,,"5'8""",135lbs.,"69""",Southpaw,"Oct28,1980",2.04,30%,2.1,59%,2.27,46%,66%,0.2,2023-09-20 21:50:56.958211
Phil Davis,17-4-0 (1 NC),Mr. Wonderful,"6'2""",205lbs.,"79""",Orthodox,"Sep25,1984",2.85,34%,1.33,72%,2.99,38%,72%,0.6,2023-09-20 21:50:56.958211
Lemont Davis,2-6-0,,"5'8""",170lbs.,--,Orthodox,--,0.87,54%,1.27,55%,1.0,50%,0%,1.0,2023-09-20 21:50:56.958211
Mike Davis,2-0-0,,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Justin Davis,13-16-0,Dangerous,"5'11""",205lbs.,--,,"Apr01,1983",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Alexis Davis,21-11-0,,"5'6""",135lbs.,"68""",Orthodox,"Oct04,1984",4.63,49%,4.45,54%,0.95,44%,34%,0.7,2023-09-20 21:50:56.958211
Danny Davis,13-11-1,,"6'2""",170lbs.,--,,"Jul28,1982",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Brandon Davis,14-10-0,Killer B,"5'10""",135lbs.,"72""",Orthodox,"May08,1990",4.68,35%,4.62,58%,0.74,42%,57%,0.1,2023-09-20 21:50:56.958211
Mike Davis,10-2-0,Beast Boy,"6'0""",155lbs.,"72""",Orthodox,"Oct07,1992",5.83,52%,6.2,56%,3.04,53%,69%,0.2,2023-09-20 21:50:56.958211
Hakeem Dawodu,13-4-1,Mean,"5'8""",145lbs.,"73""",Orthodox,"Jul02,1991",5.45,50%,3.37,56%,0.0,0%,65%,0.0,2023-09-20 21:50:56.958211
Grant Dawson,20-1-1,KGD,"5'10""",155lbs.,"72""",Switch,"Feb20,1994",2.99,51%,2.22,46%,3.7,36%,40%,1.5,2023-09-20 21:50:56.958211
Jason Day,19-12-0,Dooms,"6'0""",185lbs.,"72""",Orthodox,"May19,1981",3.61,54%,3.46,47%,1.13,100%,0%,0.0,2023-09-20 21:50:56.958211
Martin Day,8-6-0,The Spartan,"5'10""",145lbs.,"73""",Orthodox,"Nov10,1988",3.97,45%,3.79,53%,0.72,60%,65%,0.5,2023-09-20 21:50:56.958211
Angel De Anda,18-6-0,The Dream,"5'9""",225lbs.,--,Orthodox,"May28,1985",5.68,46%,6.32,47%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Yorgan De Castro,6-3-0,The Mad Titan,"6'0""",250lbs.,"74""",Orthodox,"Dec19,1986",2.46,43%,3.85,53%,0.0,0%,77%,0.0,2023-09-20 21:50:56.958211
Geraldo de Freitas,12-6-0,Spartan,"5'7""",135lbs.,"72""",Orthodox,"Sep30,1991",3.67,52%,2.62,50%,3.0,45%,59%,0.0,2023-09-20 21:50:56.958211
Philip De Fries,12-6-0 (1 NC),,"6'5""",250lbs.,"79""",Orthodox,"Apr21,1986",2.3,47%,3.0,37%,3.29,42%,100%,0.6,2023-09-20 21:50:56.958211
Chris de la Rocha,5-3-0,,"6'3""",250lbs.,"80""",Orthodox,"May15,1979",4.08,45%,6.37,43%,2.02,30%,33%,1.0,2023-09-20 21:50:56.958211
Montana De La Rosa,12-8-1,,"5'7""",125lbs.,"68""",Orthodox,"Feb14,1995",2.47,37%,3.06,42%,1.94,31%,64%,0.9,2023-09-20 21:50:56.958211
Mark De La Rosa,11-5-0,Bumblebee,"5'6""",135lbs.,"65""",Orthodox,"Aug31,1994",3.13,35%,5.0,48%,0.54,13%,40%,0.2,2023-09-20 21:50:56.958211
Mike de la Torre,14-7-0 (1 NC),El Cucuy,"5'11""",145lbs.,"71""",Orthodox,"Sep22,1986",3.21,39%,4.75,51%,0.36,16%,83%,0.0,2023-09-20 21:50:56.958211
Rodrigo de Lima,8-3-1,Monstro,"5'7""",155lbs.,--,Orthodox,"Mar12,1991",1.29,33%,5.5,32%,2.66,36%,0%,1.3,2023-09-20 21:50:56.958211
Edilberto de Oliveira,29-15-2,Crocota,"6'0""",170lbs.,--,Orthodox,"Nov22,1982",4.12,32%,6.79,61%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Johil de Oliveira,17-15-1 (1 NC),,"5'6""",170lbs.,--,Orthodox,--,0.51,34%,0.73,58%,1.1,50%,44%,0.6,2023-09-20 21:50:56.958211
Jorge de Oliveira,9-2-0,Blade,"5'8""",155lbs.,--,Orthodox,"Jan22,1980",1.26,31%,4.84,48%,0.0,0%,22%,0.0,2023-09-20 21:50:56.958211
Vinicius de Oliveira,18-3-0,Lok Dog,--,135lbs.,--,,"Nov30,1995",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Isabela de Padua,5-2-0,Belinha,"5'3""",125lbs.,"64""",Orthodox,"Sep04,1991",1.0,35%,2.07,50%,2.0,66%,0%,1.0,2023-09-20 21:50:56.958211
Gloria de Paula,6-5-0,Glorinha,"5'5""",115lbs.,"67""",Orthodox,"Jun10,1995",4.89,53%,3.77,66%,0.74,37%,65%,0.5,2023-09-20 21:50:56.958211
Germaine de Randamie,10-4-0,The Iron Lady,"5'9""",135lbs.,"71""",Orthodox,"Apr24,1984",2.72,46%,2.14,65%,0.0,0%,69%,0.4,2023-09-20 21:50:56.958211
Crezio de Souza,1-2-0,,--,170lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Carl Deaton,17-7-0 (2 NC),The Anishinaabe Kid,"5'7""",155lbs.,"69""",Orthodox,"Nov24,1989",1.53,31%,1.85,61%,0.0,0%,50%,0.0,2023-09-20 21:50:56.958211
Tom DeBlass,9-2-0,,"6'0""",185lbs.,--,Orthodox,"May14,1982",1.5,35%,4.43,37%,1.0,50%,28%,0.5,2023-09-20 21:50:56.958211
Issac DeJesus,12-7-1 (1 NC),,--,145lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Rafael  Del Real,6-20-0,,"5'11""",225lbs.,--,,--,5.58,40%,0.0,0%,20.93,100%,100%,0.0,2023-09-20 21:50:56.958211
Shane del Rosario,11-2-0,,"6'4""",250lbs.,--,Southpaw,"Sep23,1983",3.93,60%,2.97,54%,1.2,40%,16%,2.4,2023-09-20 21:50:56.958211
Wallen Del Rosario,8-2-0,,"5'4""",125lbs.,"67""",Orthodox,"Mar18,1993",1.4,32%,4.73,40%,1.0,16%,100%,0.0,2023-09-20 21:50:56.958211
Humberto DeLeon,7-7-0,,--,135lbs.,--,,"Nov12,1989",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Rolando Delgado,11-6-1,Roli,"6'3""",155lbs.,"77""",Orthodox,"Nov22,1981",1.56,40%,1.83,62%,1.17,22%,0%,3.5,2023-09-20 21:50:56.958211
Israel Delgado,0-2-0,,"5'10""",155lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Ante Delija,17-3-0,Walking Trouble,"6'4""",245lbs.,--,Orthodox,"Aug07,1990",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Jack Della Maddalena,16-2-0,,"5'11""",170lbs.,"73""",Switch,"Sep10,1996",7.2,53%,4.83,67%,0.27,20%,82%,0.3,2023-09-20 21:50:56.958211
Roland Delorme,9-5-0 (1 NC),,"5'9""",135lbs.,"71""",Orthodox,"Dec18,1983",2.28,44%,4.32,40%,2.51,34%,42%,1.6,2023-09-20 21:50:56.958211
Jon Delos Reyes,8-5-0,The Heat,"5'6""",125lbs.,"67""",Orthodox,"Aug19,1987",2.99,38%,4.14,51%,3.2,83%,55%,1.9,2023-09-20 21:50:56.958211
Jason DeLucia,33-21-1,,"5'11""",190lbs.,--,Southpaw,"Jul24,1969",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Justin DeMoney,15-7-1,,--,170lbs.,--,,"Jul01,1985",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Vanessa Demopoulos,9-5-0,Lil Monster,"5'2""",115lbs.,"59""",Orthodox,"Sep22,1988",3.71,42%,5.61,43%,0.58,13%,50%,0.8,2023-09-20 21:50:56.958211
Chris Dempsey,11-5-0,,"5'10""",185lbs.,"72""",Orthodox,"Sep08,1987",2.25,32%,2.82,65%,2.64,23%,16%,0.0,2023-09-20 21:50:56.958211
Nick Denis,11-3-0,The Ninja of Love,"5'7""",135lbs.,--,Orthodox,"Oct11,1983",6.54,53%,5.42,36%,2.8,100%,80%,0.0,2023-09-20 21:50:56.958211
Thomas Denny,27-21-1,The Wildman,"5'10""",170lbs.,--,Orthodox,"Apr19,1971",2.36,45%,4.69,40%,1.48,17%,42%,1.5,2023-09-20 21:50:56.958211
Robert Densley,9-10-0,The Wrecker,"5'9""",155lbs.,--,,--,1.81,47%,0.4,60%,0.0,0%,50%,0.0,2023-09-20 21:50:56.958211
Jason Dent,22-13-0,Dynamite,"5'10""",155lbs.,"71""",Orthodox,"Jun12,1980",2.01,39%,3.7,62%,0.0,0%,26%,1.4,2023-09-20 21:50:56.958211
Mackenzie Dern,13-3-0,,"5'4""",115lbs.,"63""",Orthodox,"Mar24,1993",3.36,40%,4.09,51%,0.81,15%,40%,1.5,2023-09-20 21:50:56.958211
Booker DeRousse,6-5-0,,"6'2""",205lbs.,--,,"Mar23,1981",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Tony DeSouza,11-4-0,,"6'0""",170lbs.,"70""",Southpaw,"Jul26,1974",1.12,52%,1.57,41%,2.25,42%,40%,1.5,2023-09-20 21:50:56.958211
Cory Devela,16-7-0,The One,"5'0""",185lbs.,--,Orthodox,--,4.07,41%,4.0,47%,1.07,12%,62%,0.0,2023-09-20 21:50:56.958211
John Devine,6-4-0,,--,--,--,,--,1.52,18%,2.28,57%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Edwin DeWees,38-17-0 (1 NC),Babyface,"6'1""",185lbs.,--,Orthodox,"Aug07,1982",1.53,33%,6.19,39%,2.18,66%,0%,3.3,2023-09-20 21:50:56.958211
Alessio Di Chirico,13-7-0,Manzo,"6'0""",185lbs.,"74""",Orthodox,"Dec12,1989",3.32,39%,3.44,61%,1.46,39%,83%,0.0,2023-09-20 21:50:56.958211
Micol Di Segni,7-3-0,,"5'3""",115lbs.,"60""",Orthodox,"Dec29,1987",7.47,40%,5.87,33%,0.0,0%,37%,0.0,2023-09-20 21:50:56.958211
Cyrille Diabate,19-10-1,The Snake,"6'6""",205lbs.,"81""",Southpaw,"Oct06,1973",4.06,71%,1.78,60%,1.17,83%,53%,0.2,2023-09-20 21:50:56.958211
Thomas Diagne,6-6-1,,"6'1""",154lbs.,--,,"Sep03,1983",4.53,48%,4.53,63%,2.0,100%,66%,0.0,2023-09-20 21:50:56.958211
Marc Diakiese,16-7-0,Bonecrusher,"5'10""",155lbs.,"73""",Orthodox,"Mar16,1993",2.69,40%,2.73,53%,3.32,44%,68%,0.0,2023-09-20 21:50:56.958211
Tyler Diamond,9-1-0,,"5'7""",145lbs.,"69""",Orthodox,"Mar18,1991",3.4,47%,2.53,44%,3.0,75%,70%,0.0,2023-09-20 21:50:56.958211
Blood Diamond,3-3-0,,"5'11""",170lbs.,"76""",Switch,"Jul10,1988",3.12,55%,2.17,48%,0.0,0%,73%,0.0,2023-09-20 21:50:56.958211
Eldo Xavier Dias,0-1-0,,"5'11""",180lbs.,--,,"Jul16,1964",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Rafael Dias,17-12-2,,"5'9""",145lbs.,--,Orthodox,"Oct20,1979",1.13,27%,2.19,60%,3.17,47%,100%,1.2,2023-09-20 21:50:56.958211
Hacran Dias,23-6-1,Barnabe,"5'8""",155lbs.,"69""",Orthodox,"Jun16,1984",2.08,41%,3.31,55%,2.5,39%,76%,0.5,2023-09-20 21:50:56.958211
Victor Dias,11-3-0,Crazy Horse,"5'6""",125lbs.,"69""",Orthodox,"Dec26,1990",2.87,44%,5.8,55%,5.0,41%,0%,0.0,2023-09-20 21:50:56.958211
Nick Diaz,26-10-0 (2 NC),,"6'1""",170lbs.,"76""",Southpaw,"Aug02,1983",5.71,42%,3.84,59%,1.28,32%,60%,1.0,2023-09-20 21:50:56.958211
Nate Diaz,22-13-0,,"6'0""",170lbs.,"76""",Southpaw,"Apr16,1985",4.57,45%,3.77,52%,1.05,30%,41%,1.3,2023-09-20 21:50:56.958211
Michael Diaz,1-2-0,,--,260lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Ryan Diaz,13-14-0,,--,145lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Adrian Diaz,11-4-1,,"5'10""",145lbs.,--,Southpaw,"Apr26,1988",0.48,42%,3.84,51%,2.4,50%,0%,0.0,2023-09-20 21:50:56.958211
Ozzy Diaz,7-2-0,,"6'4""",185lbs.,"79""",Orthodox,"Nov22,1990",1.65,32%,3.91,44%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Mark Dickman,11-3-0,Tricky,"5'9""",145lbs.,--,,"Jul19,1984",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Josh Diekmann,15-8-0 (1 NC),The Freight Train,"5'4""",246lbs.,--,,"Oct09,1976",0.28,5%,8.17,25%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Kyle Dietz,5-2-0,,"5'8""",135lbs.,--,Orthodox,"Apr29,1986",1.82,45%,2.08,62%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Seth Dikun,9-8-0,,"5'10""",135lbs.,"69""",Orthodox,"Aug05,1980",1.45,26%,2.18,55%,0.0,0%,45%,0.9,2023-09-20 21:50:56.958211
TJ Dillashaw,18-5-0,,"5'6""",135lbs.,"67""",Orthodox,"Feb07,1986",5.09,41%,3.47,62%,1.56,30%,77%,0.8,2023-09-20 21:50:56.958211
Ralph Dillon,0-2-1,Rage,"6'2""",205lbs.,--,Orthodox,--,0.34,14%,0.69,60%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Drew Dimanlig,3-4-0,,--,185lbs.,--,,--,3.7,73%,3.17,20%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Rodolfo Marques Diniz,23-9-1,,"5'6""",135lbs.,--,,"Jan23,1984",1.08,32%,2.36,33%,0.0,0%,50%,1.8,2023-09-20 21:50:56.958211
Jhonata Diniz,6-0-0,,"6'4""",254lbs.,"79""",Orthodox,"Jun23,1991",7.69,42%,7.38,36%,0.0,0%,100%,0.0,2023-09-20 21:50:56.958211
Helio Dipp,6-3-0,,"6'5""",185lbs.,--,Orthodox,--,0.6,25%,1.8,62%,0.0,0%,50%,0.0,2023-09-20 21:50:56.958211
Rico DiSciullo,9-2-0 (1 NC),,"5'8""",135lbs.,--,Orthodox,"Oct12,1986",1.71,33%,4.41,56%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Matt Dixon,9-1-0,Magic,"5'10""",170lbs.,"75""",Switch,"Oct09,1995",1.97,43%,4.56,37%,3.06,30%,0%,0.0,2023-09-20 21:50:56.958211
Melissa Dixon,5-0-0,No Mess Mullins,--,135lbs.,--,,"Jul23,1991",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
