,event_name,event_date,event_location,Weight class,fighter1,fighter2,outcome,Kd,Str,Td,Sub,Method,Round,Time,timestamp
6758,UFC Fight Night 5,June 28 2006,"Las Vegas, Nevada, USA",Middleweight,Jorge Santiago,Justin Levens,fighter1,1                                  0,9                                  0,1                                  0,0                                  0,KO/TKO              Knee,1,2:13,2023-09-21 02:02:55.178363
6759,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,June 24 2006,"Las Vegas, Nevada, USA",Lightweight,Kenny Florian,Sam Stout,fighter1,0                                  0,5                                  0,1                                  0,1                                  0,SUB              Rear Naked Choke,1,1:46,2023-09-21 02:02:55.178363
6760,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,June 24 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Michael Bisping,Josh Haynes,fighter1,2                                  0,41                                  8,4                                  0,4                                  0,KO/TKO              Punches,2,4:14,2023-09-21 02:02:55.178363
6761,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,June 24 2006,"Las Vegas, Nevada, USA",Middleweight,Kendall Grove,Ed Herman,fighter1,0                                  0,25                                  33,0                                  5,6                                  2,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6762,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,June 24 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Keith Jardine,Wilson Gouveia,fighter1,0                                  0,67                                  48,1                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6763,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,June 24 2006,"Las Vegas, Nevada, USA",Middleweight,Rory Singer,Ross Pointon,fighter1,0                                  1,2                                  4,0                                  0,1                                  0,SUB              Triangle Choke,1,0:44,2023-09-21 02:02:55.178363
6764,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,June 24 2006,"Las Vegas, Nevada, USA",Middleweight,Kalib Starnes,Danny Abbadi,fighter1,0                                  0,21                                  3,1                                  0,1                                  0,SUB              Rear Naked Choke,1,2:56,2023-09-21 02:02:55.178363
6765,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,June 24 2006,"Las Vegas, Nevada, USA",Middleweight,Luigi Fioravanti,Solomon Hutcherson,fighter1,1                                  0,11                                  11,1                                  1,0                                  0,KO/TKO              Punch,1,4:15,2023-09-21 02:02:55.178363
6766,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,June 24 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Matt Hamill,Jesse Forbes,fighter1,0                                  0,33                                  9,1                                  0,0                                  0,KO/TKO              Elbows,1,4:47,2023-09-21 02:02:55.178363
6767,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,June 24 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Mike Nickels,Wes Combs,fighter1,0                                  0,22                                  4,3                                  0,1                                  0,SUB              Rear Naked Choke,1,3:10,2023-09-21 02:02:55.178363
6768,UFC 60: Hughes vs Gracie,May 27 2006,"Los Angeles, California, USA",Catch Weight,Matt Hughes,Royce Gracie,fighter1,0                                  0,32                                  7,1                                  0,1                                  0,KO/TKO              Punches,1,4:39,2023-09-21 02:02:55.178363
6769,UFC 60: Hughes vs Gracie,May 27 2006,"Los Angeles, California, USA",Light Heavyweight,Dean Lister,Alessio Sakara,fighter1,0                                  0,1                                  1,0                                  0,2                                  0,SUB              Triangle Choke,1,2:20,2023-09-21 02:02:55.178363
6770,UFC 60: Hughes vs Gracie,May 27 2006,"Los Angeles, California, USA",Welterweight,Diego Sanchez,John Alessio,fighter1,0                                  0,9                                  17,1                                  0,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6771,UFC 60: Hughes vs Gracie,May 27 2006,"Los Angeles, California, USA",Heavyweight,Brandon Vera,Assuerio Silva,fighter1,0                                  0,8                                  9,0                                  1,1                                  0,SUB              Guillotine Choke,1,2:39,2023-09-21 02:02:55.178363
6772,UFC 60: Hughes vs Gracie,May 27 2006,"Los Angeles, California, USA",Middleweight,Mike Swick,Joe Riggs,fighter1,0                                  0,5                                  1,0                                  0,1                                  0,SUB              Guillotine Choke,1,2:19,2023-09-21 02:02:55.178363
6773,UFC 60: Hughes vs Gracie,May 27 2006,"Los Angeles, California, USA",Middleweight,Jeremy Horn,Chael Sonnen,fighter1,0                                  0,3                                  6,0                                  3,4                                  0,SUB              Armbar,2,1:17,2023-09-21 02:02:55.178363
6774,UFC 60: Hughes vs Gracie,May 27 2006,"Los Angeles, California, USA",Lightweight,Spencer Fisher,Matt Wiman,fighter1,1                                  0,27                                  10,0                                  1,0                                  4,KO/TKO              Flying Knee,2,1:43,2023-09-21 02:02:55.178363
6775,UFC 60: Hughes vs Gracie,May 27 2006,"Los Angeles, California, USA",Heavyweight,Gabriel Gonzaga,Fabiano Scherner,fighter1,1                                  0,16                                  8,3                                  0,0                                  0,KO/TKO              Punch,2,0:24,2023-09-21 02:02:55.178363
6776,UFC 60: Hughes vs Gracie,May 27 2006,"Los Angeles, California, USA",Lightweight,Melvin Guillard,Rick Davis,fighter1,1                                  0,10                                  5,0                                  0,0                                  0,KO/TKO              Punch,1,1:37,2023-09-21 02:02:55.178363
6777,UFC 59: Reality Check,April 15 2006,"Anaheim, California, USA",Heavyweight,Tim Sylvia,Andrei Arlovski,fighter1,1                                  1,13                                  11,0                                  0,0                                  0,KO/TKO              Punch,1,2:43,2023-09-21 02:02:55.178363
6778,UFC 59: Reality Check,April 15 2006,"Anaheim, California, USA",Welterweight,Sean Sherk,Nick Diaz,fighter1,0                                  0,39                                  57,2                                  1,0                                  3,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6779,UFC 59: Reality Check,April 15 2006,"Anaheim, California, USA",Light Heavyweight,Tito Ortiz,Forrest Griffin,fighter1,0                                  0,61                                  58,3                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
6780,UFC 59: Reality Check,April 15 2006,"Anaheim, California, USA",Middleweight,Evan Tanner,Justin Levens,fighter1,0                                  0,10                                  2,1                                  0,2                                  1,SUB              Triangle Choke,1,3:14,2023-09-21 02:02:55.178363
6781,UFC 59: Reality Check,April 15 2006,"Anaheim, California, USA",Heavyweight,Jeff Monson,Marcio Cruz,fighter1,0                                  0,32                                  40,2                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
6782,UFC 59: Reality Check,April 15 2006,"Anaheim, California, USA",Welterweight,Karo Parisyan,Nick Thompson,fighter1,0                                  0,18                                  2,2                                  1,0                                  0,KO/TKO              Punches,1,4:44,2023-09-21 02:02:55.178363
6783,UFC 59: Reality Check,April 15 2006,"Anaheim, California, USA",Middleweight,David Terrell,Scott Smith,fighter1,0                                  0,10                                  3,1                                  0,2                                  0,SUB              Rear Naked Choke,1,3:08,2023-09-21 02:02:55.178363
